@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
21,'2019/03/14 02:16:27:880',1,-12898794,-11056342,-10201554,-9150675,-7901127,-9018315,-10398930,-11976666,-14212846,-16646144,-13620971,-11581910,-13423075,-16054010,-16316925,-16645888,-16645888,-16580352,-16777216,-16514559,-14015212,-11976409,-11844308,-16711680,-16711424,-16645888,-16645888,-16645888,-16777216,-16317181,-14146540,-12765409,-13883110,-16185079,-15198957,-14212059,-14672096,-15856369,-15987956,-11843005,-14277867,-16316925,-12504282,-8163488,-8947591,-6842980,-6386553,-8491679,-11779015,-9937073,-14343405,-16711680,-8954813,-5402241,-5989986,-6977916,-6454151,-7181726,-6913679,-8623791,-14014696,-15922168,-14542575,-10071743,-9804187,-6647913,-6190460,-9215661,-13292252,-7698825,-13948645,-13620198,-13290973,-14869740,-15527152,-15527406,-16185338,-15658737,-15198960,-14737893,-13751524,-13422817,-12830681,-12633047,-12501461,-12304082,-12106701,-11777480,-14607856,-13489636,-13291229,-13159388,-12896474,-12962265,-13159127,-13027285,-12764112,-13027028,-14148080,-11715032,1
22,'2019/03/14 02:16:27:914',1,-12898794,-11056342,-10201554,-9150675,-7901127,-9018315,-10398930,-11976666,-14212846,-16646144,-13620971,-11581910,-13423075,-16054010,-16316925,-16645888,-16645888,-16580352,-16777216,-16514559,-14015212,-11976409,-11844308,-16711680,-16711424,-16645888,-16645888,-16645888,-16777216,-16317181,-14146540,-12765409,-13883110,-16185079,-15198957,-14212059,-14672096,-15856369,-15987956,-11843005,-14277867,-16316925,-12504282,-8163488,-8947591,-6842980,-6386553,-8491679,-11779015,-9937073,-14343405,-16711680,-8954813,-5402241,-5989986,-6977916,-6454151,-7181726,-6913679,-8623791,-14014696,-15922168,-14542575,-10071743,-9804187,-6647913,-6190460,-9215661,-13292252,-7698825,-13948645,-13620198,-13290973,-14869740,-15527152,-15527406,-16185338,-15658737,-15198960,-14737893,-13751524,-13422817,-12830681,-12633047,-12501461,-12304082,-12106701,-11777480,-14607856,-13489636,-13291229,-13159388,-12896474,-12962265,-13159127,-13027285,-12764112,-13027028,-14148080,-11715032,1
23,'2019/03/14 02:16:27:947',1,-12898794,-11056342,-10201554,-9150675,-7901127,-9018315,-10398930,-11976666,-14212846,-16646144,-13620971,-11581910,-13423075,-16054010,-16316925,-16645888,-16645888,-16580352,-16777216,-16514559,-14015212,-11976409,-11844308,-16711680,-16711424,-16645888,-16645888,-16645888,-16777216,-16317181,-14146540,-12765409,-13883110,-16185079,-15198957,-14212059,-14672096,-15856369,-15987956,-11843005,-14277867,-16316925,-12504282,-8163488,-8947591,-6842980,-6386553,-8491679,-11779015,-9937073,-14343405,-16711680,-8954813,-5402241,-5989986,-6977916,-6454151,-7181726,-6913679,-8623791,-14014696,-15922168,-14542575,-10071743,-9804187,-6647913,-6190460,-9215661,-13292252,-7698825,-13948645,-13620198,-13290973,-14869740,-15527152,-15527406,-16185338,-15658737,-15198960,-14737893,-13751524,-13422817,-12830681,-12633047,-12501461,-12304082,-12106701,-11777480,-14607856,-13489636,-13291229,-13159388,-12896474,-12962265,-13159127,-13027285,-12764112,-13027028,-14148080,-11715032,1
24,'2019/03/14 02:16:27:981',1,-12964331,-11056343,-10136017,-9150676,-7901128,-9018315,-10333394,-11911129,-14213102,-16646144,-13620972,-11581655,-13423332,-16054010,-16316925,-16645888,-16645888,-16580352,-16777216,-16514559,-14015212,-11910616,-11910100,-16711680,-16711424,-16645887,-16645888,-16645888,-16777216,-16316925,-14146540,-12765408,-13948902,-16185079,-15198956,-14212059,-14672096,-15921906,-15987956,-11777212,-14277868,-16316925,-12438490,-8163488,-8947592,-6777445,-6452089,-8557216,-11844552,-9936817,-14343404,-16711680,-8889276,-5402240,-5989985,-6977915,-6454152,-7181982,-6848143,-8623790,-14080232,-15987960,-14476782,-10071743,-9738651,-6647912,-6190460,-9215661,-13292252,-7698568,-13948645,-13620197,-13290974,-14935276,-15527152,-15527406,-16185338,-15658993,-15198961,-14737637,-13751525,-13422817,-12765146,-12633047,-12566996,-12304081,-12106701,-11777479,-14607857,-13424100,-13356511,-13159389,-12896474,-13027544,-13159127,-12961749,-12764112,-12961747,-14148337,-11714775,1
25,'2019/03/14 02:16:28:016',1,-12964331,-11056343,-10136017,-9150676,-7901128,-9018315,-10333394,-11911129,-14213102,-16646144,-13620972,-11581655,-13423332,-16054010,-16316925,-16645888,-16645888,-16580352,-16777216,-16514559,-14015212,-11910616,-11910100,-16711680,-16711424,-16645887,-16645888,-16645888,-16777216,-16316925,-14146540,-12765408,-13948902,-16185079,-15198956,-14212059,-14672096,-15921906,-15987956,-11777212,-14277868,-16316925,-12438490,-8163488,-8947592,-6777445,-6452089,-8557216,-11844552,-9936817,-14343404,-16711680,-8889276,-5402240,-5989985,-6977915,-6454152,-7181982,-6848143,-8623790,-14080232,-15987960,-14476782,-10071743,-9738651,-6647912,-6190460,-9215661,-13292252,-7698568,-13948645,-13620197,-13290974,-14935276,-15527152,-15527406,-16185338,-15658993,-15198961,-14737637,-13751525,-13422817,-12765146,-12633047,-12566996,-12304081,-12106701,-11777479,-14607857,-13424100,-13356511,-13159389,-12896474,-13027544,-13159127,-12961749,-12764112,-12961747,-14148337,-11714775,1
26,'2019/03/14 02:16:28:048',1,-12898795,-10990805,-10136017,-9085140,-7835590,-9018315,-10333394,-11911130,-14213102,-16711680,-13620972,-11515862,-13488868,-16054011,-16316925,-16645888,-16580352,-16580352,-16777216,-16514559,-13949420,-11910616,-11975637,-16711680,-16711424,-16645887,-16645888,-16645888,-16777216,-16316924,-14146540,-12765407,-14014439,-16119543,-15133164,-14146523,-14606560,-15921906,-15987956,-11776956,-14278125,-16316925,-12307161,-8097952,-8947591,-6777444,-6452090,-8557216,-11844808,-9871280,-14278125,-16711680,-8757691,-5401983,-6055522,-6978172,-6454151,-7181982,-6913680,-8557998,-14014696,-15987961,-14476782,-10071487,-9738650,-6582119,-6190461,-9215917,-13292252,-7632776,-13883109,-13620453,-13290974,-14869740,-15461616,-15592942,-16185338,-15658993,-15198960,-14737637,-13751525,-13488352,-12830682,-12633046,-12501460,-12304080,-12106700,-11777479,-14607857,-13423843,-13291230,-13159389,-12896474,-13027800,-13093592,-12961748,-12764111,-12961748,-14213617,-11649238,1
27,'2019/03/14 02:16:28:081',1,-12898795,-10990805,-10136017,-9085140,-7835590,-9018315,-10333394,-11911130,-14213102,-16711680,-13620972,-11515862,-13488868,-16054011,-16316925,-16645888,-16580352,-16580352,-16777216,-16514559,-13949420,-11910616,-11975637,-16711680,-16711424,-16645887,-16645888,-16645888,-16777216,-16316924,-14146540,-12765407,-14014439,-16119543,-15133164,-14146523,-14606560,-15921906,-15987956,-11776956,-14278125,-16316925,-12307161,-8097952,-8947591,-6777444,-6452090,-8557216,-11844808,-9871280,-14278125,-16711680,-8757691,-5401983,-6055522,-6978172,-6454151,-7181982,-6913680,-8557998,-14014696,-15987961,-14476782,-10071487,-9738650,-6582119,-6190461,-9215917,-13292252,-7632776,-13883109,-13620453,-13290974,-14869740,-15461616,-15592942,-16185338,-15658993,-15198960,-14737637,-13751525,-13488352,-12830682,-12633046,-12501460,-12304080,-12106700,-11777479,-14607857,-13423843,-13291230,-13159389,-12896474,-13027800,-13093592,-12961748,-12764111,-12961748,-14213617,-11649238,1
28,'2019/03/14 02:16:28:114',1,-12898795,-10990805,-10136017,-9085140,-7835590,-9018315,-10333394,-11911130,-14213102,-16711680,-13620972,-11515862,-13488868,-16054011,-16316925,-16645888,-16580352,-16580352,-16777216,-16514559,-13949420,-11910616,-11975637,-16711680,-16711424,-16645887,-16645888,-16645888,-16777216,-16316924,-14146540,-12765407,-14014439,-16119543,-15133164,-14146523,-14606560,-15921906,-15987956,-11776956,-14278125,-16316925,-12307161,-8097952,-8947591,-6777444,-6452090,-8557216,-11844808,-9871280,-14278125,-16711680,-8757691,-5401983,-6055522,-6978172,-6454151,-7181982,-6913680,-8557998,-14014696,-15987961,-14476782,-10071487,-9738650,-6582119,-6190461,-9215917,-13292252,-7632776,-13883109,-13620453,-13290974,-14869740,-15461616,-15592942,-16185338,-15658993,-15198960,-14737637,-13751525,-13488352,-12830682,-12633046,-12501460,-12304080,-12106700,-11777479,-14607857,-13423843,-13291230,-13159389,-12896474,-13027800,-13093592,-12961748,-12764111,-12961748,-14213617,-11649238,1
29,'2019/03/14 02:16:28:148',1,-12898795,-10990549,-10136016,-9084883,-7835590,-9018315,-10398929,-11911130,-14213359,-16646144,-13555436,-11450325,-13554661,-16054010,-16316925,-16645888,-16580352,-16580352,-16777216,-16514559,-13949420,-11910615,-12041430,-16711680,-16645888,-16645887,-16645888,-16645888,-16777216,-16251132,-14146541,-12765408,-14080232,-16119543,-15133165,-14146522,-14672096,-15921906,-15987700,-11711163,-14278125,-16382461,-12241368,-8163487,-8881798,-6777444,-6452089,-8622752,-11844808,-9805230,-14343661,-16777216,-8626361,-5401983,-5989472,-6978173,-6388615,-7181982,-6913680,-8492205,-14080488,-16053753,-14410989,-10005950,-9672601,-6582120,-6255997,-9281454,-13292252,-7566982,-13883110,-13620453,-13356766,-14935276,-15527408,-15593198,-16185338,-15658993,-15198960,-14672100,-13751525,-13488097,-12830682,-12567511,-12501459,-12304081,-12106700,-11777479,-14673649,-13358050,-13225694,-13159388,-12830937,-13027801,-13093592,-13027284,-12764111,-12961747,-14213873,-11452117,1
30,'2019/03/14 02:16:28:182',1,-12898795,-10990549,-10136016,-9084883,-7835590,-9018315,-10398929,-11911130,-14213359,-16646144,-13555436,-11450325,-13554661,-16054010,-16316925,-16645888,-16580352,-16580352,-16777216,-16514559,-13949420,-11910615,-12041430,-16711680,-16645888,-16645887,-16645888,-16645888,-16777216,-16251132,-14146541,-12765408,-14080232,-16119543,-15133165,-14146522,-14672096,-15921906,-15987700,-11711163,-14278125,-16382461,-12241368,-8163487,-8881798,-6777444,-6452089,-8622752,-11844808,-9805230,-14343661,-16777216,-8626361,-5401983,-5989472,-6978173,-6388615,-7181982,-6913680,-8492205,-14080488,-16053753,-14410989,-10005950,-9672601,-6582120,-6255997,-9281454,-13292252,-7566982,-13883110,-13620453,-13356766,-14935276,-15527408,-15593198,-16185338,-15658993,-15198960,-14672100,-13751525,-13488097,-12830682,-12567511,-12501459,-12304081,-12106700,-11777479,-14673649,-13358050,-13225694,-13159388,-12830937,-13027801,-13093592,-13027284,-12764111,-12961747,-14213873,-11452117,1
31,'2019/03/14 02:16:33:596',2,-13029869,-11187928,-10266832,-9413330,-8689608,-10201553,-11450583,-12633822,-14278639,-16711680,-13686509,-11713240,-13422819,-16645888,-16711680,-16711680,-16645888,-16645888,-16777216,-16580352,-14080493,-12107996,-11580881,-16711680,-16711680,-16711424,-16711424,-16711680,-16777216,-16382974,-14146542,-13159909,-14343658,-15922164,-14804200,-13751765,-14145753,-15527405,-16053492,-12237507,-14343406,-16448254,-12372697,-7768732,-8554118,-7236710,-6517367,-8097437,-11318722,-10331575,-14277612,-16711424,-9415106,-5468036,-5989473,-6977657,-6519689,-7049628,-6914450,-8886706,-14079975,-15724790,-15134195,-10860744,-10133670,-7634552,-6847618,-9675954,-13686751,-7961484,-13882853,-13685733,-13027547,-14540521,-15329775,-15330029,-16119545,-15461616,-15132911,-15066602,-13751271,-13488098,-13158875,-12830169,-12764374,-12566739,-12303310,-12040136,-14673650,-13292515,-13356253,-13159131,-12896216,-13027544,-13093080,-12961493,-12829392,-13027285,-14213617,-11780569,1
32,'2019/03/14 02:16:33:629',2,-13029868,-11187670,-10201552,-9413074,-8689608,-10267088,-11450583,-12634078,-14344431,-16711680,-13686764,-11712983,-13554404,-16645888,-16711680,-16711680,-16645888,-16645888,-16777216,-16580352,-14014957,-12107739,-11712466,-16711680,-16711424,-16711423,-16711424,-16711680,-16777216,-16382718,-14146542,-13159908,-14409195,-15856372,-14804200,-13751765,-14146010,-15592941,-16053492,-12171714,-14343662,-16514046,-12241111,-7768732,-8685703,-7171174,-6517623,-8162973,-11384259,-10265782,-14277868,-16777216,-9217984,-5468035,-6055265,-6977658,-6519688,-7049884,-6914451,-8820914,-14080232,-15856119,-15068402,-10729159,-10133668,-7502967,-6847618,-9675955,-13621215,-7895691,-13882853,-13685733,-13027803,-14606314,-15330031,-15395565,-16119545,-15527152,-15132911,-15000809,-13817061,-13488096,-13093340,-12830168,-12764373,-12566996,-12368846,-12040137,-14739186,-13292516,-13290718,-13159132,-12896217,-13027544,-13093080,-12961493,-12829391,-13092821,-14213617,-11714776,1
33,'2019/03/14 02:16:33:663',2,-13029868,-11187670,-10201552,-9413074,-8689608,-10267088,-11450583,-12634078,-14344431,-16711680,-13686764,-11712983,-13554404,-16645888,-16711680,-16711680,-16645888,-16645888,-16777216,-16580352,-14014957,-12107739,-11712466,-16711680,-16711424,-16711423,-16711424,-16711680,-16777216,-16382718,-14146542,-13159908,-14409195,-15856372,-14804200,-13751765,-14146010,-15592941,-16053492,-12171714,-14343662,-16514046,-12241111,-7768732,-8685703,-7171174,-6517623,-8162973,-11384259,-10265782,-14277868,-16777216,-9217984,-5468035,-6055265,-6977658,-6519688,-7049884,-6914451,-8820914,-14080232,-15856119,-15068402,-10729159,-10133668,-7502967,-6847618,-9675955,-13621215,-7895691,-13882853,-13685733,-13027803,-14606314,-15330031,-15395565,-16119545,-15527152,-15132911,-15000809,-13817061,-13488096,-13093340,-12830168,-12764373,-12566996,-12368846,-12040137,-14739186,-13292516,-13290718,-13159132,-12896217,-13027544,-13093080,-12961493,-12829391,-13092821,-14213617,-11714776,1
34,'2019/03/14 02:16:33:697',2,-13029868,-11187670,-10201552,-9413074,-8689608,-10267088,-11450583,-12634078,-14344431,-16711680,-13686764,-11712983,-13554404,-16645888,-16711680,-16711680,-16645888,-16645888,-16777216,-16580352,-14014957,-12107739,-11712466,-16711680,-16711424,-16711423,-16711424,-16711680,-16777216,-16382718,-14146542,-13159908,-14409195,-15856372,-14804200,-13751765,-14146010,-15592941,-16053492,-12171714,-14343662,-16514046,-12241111,-7768732,-8685703,-7171174,-6517623,-8162973,-11384259,-10265782,-14277868,-16777216,-9217984,-5468035,-6055265,-6977658,-6519688,-7049884,-6914451,-8820914,-14080232,-15856119,-15068402,-10729159,-10133668,-7502967,-6847618,-9675955,-13621215,-7895691,-13882853,-13685733,-13027803,-14606314,-15330031,-15395565,-16119545,-15527152,-15132911,-15000809,-13817061,-13488096,-13093340,-12830168,-12764373,-12566996,-12368846,-12040137,-14739186,-13292516,-13290718,-13159132,-12896217,-13027544,-13093080,-12961493,-12829391,-13092821,-14213617,-11714776,1
35,'2019/03/14 02:16:33:728',2,-13029867,-11122134,-10201296,-9413074,-8689607,-10201553,-11450582,-12634078,-14344688,-16646144,-13686764,-11647447,-13620197,-16645888,-16711680,-16646144,-16645888,-16645888,-16777216,-16580352,-14014958,-12041946,-11778260,-16711680,-16711424,-16711424,-16711424,-16711424,-16777216,-16382718,-14146542,-13094115,-14409194,-15922164,-14804456,-13817558,-14211803,-15658734,-16053492,-12171715,-14409198,-16514046,-12241111,-7834524,-8751239,-7171174,-6517366,-8228766,-11450051,-10199989,-14343404,-16777216,-9086398,-5468034,-5989728,-7043451,-6519945,-7115421,-6914450,-8821170,-14080232,-15856376,-14936817,-10532037,-10002083,-7371637,-6716288,-9610162,-13620959,-7895691,-13948389,-13685734,-13159132,-14672107,-15395823,-15461357,-16119545,-15592944,-15133167,-14935273,-13817061,-13488097,-13093339,-12830168,-12698837,-12566995,-12369103,-12040137,-14739187,-13292515,-13290718,-13159132,-12896217,-13027545,-13093334,-12961492,-12829648,-13027285,-14213873,-11714776,1
36,'2019/03/14 02:16:33:762',2,-13029867,-11122134,-10201296,-9413074,-8689607,-10201553,-11450582,-12634078,-14344688,-16646144,-13686764,-11647447,-13620197,-16645888,-16711680,-16646144,-16645888,-16645888,-16777216,-16580352,-14014958,-12041946,-11778260,-16711680,-16711424,-16711424,-16711424,-16711424,-16777216,-16382718,-14146542,-13094115,-14409194,-15922164,-14804456,-13817558,-14211803,-15658734,-16053492,-12171715,-14409198,-16514046,-12241111,-7834524,-8751239,-7171174,-6517366,-8228766,-11450051,-10199989,-14343404,-16777216,-9086398,-5468034,-5989728,-7043451,-6519945,-7115421,-6914450,-8821170,-14080232,-15856376,-14936817,-10532037,-10002083,-7371637,-6716288,-9610162,-13620959,-7895691,-13948389,-13685734,-13159132,-14672107,-15395823,-15461357,-16119545,-15592944,-15133167,-14935273,-13817061,-13488097,-13093339,-12830168,-12698837,-12566995,-12369103,-12040137,-14739187,-13292515,-13290718,-13159132,-12896217,-13027545,-13093334,-12961492,-12829648,-13027285,-14213873,-11714776,1
37,'2019/03/14 02:16:33:797',2,-12964332,-11121877,-10201297,-9413074,-8623816,-10201552,-11450583,-12634077,-14344688,-16646144,-13686508,-11581654,-13620197,-16580096,-16711680,-16645888,-16645888,-16645888,-16777216,-16580352,-14080493,-12041946,-11778260,-16711680,-16711424,-16645888,-16711424,-16711424,-16777216,-16382717,-14146541,-13094115,-14409195,-15922164,-14804457,-13883094,-14277339,-15658734,-16053492,-12237507,-14343662,-16448510,-12241111,-7834525,-8751496,-7171174,-6451830,-8228509,-11450052,-10200245,-14343405,-16777216,-9086398,-5402498,-5989729,-7043451,-6519944,-7049884,-6914195,-8820914,-14080231,-15921912,-14871025,-10466244,-10002083,-7371379,-6650496,-9610161,-13555423,-7895691,-13882854,-13685734,-13159388,-14737899,-15461360,-15461613,-16119546,-15592944,-15133167,-14935017,-13817060,-13488098,-13093340,-12764632,-12764374,-12566996,-12369358,-12040137,-14739186,-13292515,-13290974,-13159389,-12896217,-13027545,-13093335,-12961492,-12829392,-13092820,-14213874,-11714777,1
38,'2019/03/14 02:16:33:828',2,-12964332,-11121877,-10201297,-9413074,-8623816,-10201552,-11450583,-12634077,-14344688,-16646144,-13686508,-11581654,-13620197,-16580096,-16711680,-16645888,-16645888,-16645888,-16777216,-16580352,-14080493,-12041946,-11778260,-16711680,-16711424,-16645888,-16711424,-16711424,-16777216,-16382717,-14146541,-13094115,-14409195,-15922164,-14804457,-13883094,-14277339,-15658734,-16053492,-12237507,-14343662,-16448510,-12241111,-7834525,-8751496,-7171174,-6451830,-8228509,-11450052,-10200245,-14343405,-16777216,-9086398,-5402498,-5989729,-7043451,-6519944,-7049884,-6914195,-8820914,-14080231,-15921912,-14871025,-10466244,-10002083,-7371379,-6650496,-9610161,-13555423,-7895691,-13882854,-13685734,-13159388,-14737899,-15461360,-15461613,-16119546,-15592944,-15133167,-14935017,-13817060,-13488098,-13093340,-12764632,-12764374,-12566996,-12369358,-12040137,-14739186,-13292515,-13290974,-13159389,-12896217,-13027545,-13093335,-12961492,-12829392,-13092820,-14213874,-11714777,1
39,'2019/03/14 02:16:33:863',2,-12964332,-11121877,-10201297,-9413074,-8623816,-10201552,-11450583,-12634077,-14344688,-16646144,-13686508,-11581654,-13620197,-16580096,-16711680,-16645888,-16645888,-16645888,-16777216,-16580352,-14080493,-12041946,-11778260,-16711680,-16711424,-16645888,-16711424,-16711424,-16777216,-16382717,-14146541,-13094115,-14409195,-15922164,-14804457,-13883094,-14277339,-15658734,-16053492,-12237507,-14343662,-16448510,-12241111,-7834525,-8751496,-7171174,-6451830,-8228509,-11450052,-10200245,-14343405,-16777216,-9086398,-5402498,-5989729,-7043451,-6519944,-7049884,-6914195,-8820914,-14080231,-15921912,-14871025,-10466244,-10002083,-7371379,-6650496,-9610161,-13555423,-7895691,-13882854,-13685734,-13159388,-14737899,-15461360,-15461613,-16119546,-15592944,-15133167,-14935017,-13817060,-13488098,-13093340,-12764632,-12764374,-12566996,-12369358,-12040137,-14739186,-13292515,-13290974,-13159389,-12896217,-13027545,-13093335,-12961492,-12829392,-13092820,-14213874,-11714777,1
40,'2019/03/14 02:16:33:896',2,-13029867,-11121878,-10201297,-9347538,-8623816,-10201552,-11516118,-12634078,-14344688,-16711680,-13686764,-11647191,-13620197,-16580095,-16711680,-16645888,-16645888,-16645888,-16777216,-16580352,-14015213,-12041947,-11778259,-16711680,-16711424,-16645888,-16711424,-16711424,-16777216,-16382717,-14146541,-13094116,-14343658,-15987701,-14869993,-13883351,-14277339,-15658734,-16053492,-12237507,-14343661,-16448510,-12306904,-7834525,-8751496,-7171173,-6451830,-8228510,-11450052,-10265781,-14343404,-16777216,-9151935,-5468035,-5989728,-7043451,-6585480,-7049884,-6914195,-8821170,-14080231,-15921912,-14871281,-10531780,-9936547,-7371380,-6650496,-9544625,-13555167,-7961229,-13882853,-13685733,-13224925,-14737898,-15461360,-15461613,-16119545,-15592944,-15133168,-14935017,-13817060,-13488097,-13027804,-12764633,-12764118,-12566995,-12369358,-12040137,-14739186,-13358051,-13290717,-13159132,-12896218,-13027545,-13093079,-12961493,-12829392,-13092820,-14213874,-11780569,1
41,'2019/03/14 02:16:33:930',2,-13029867,-11121878,-10201297,-9347538,-8623816,-10201552,-11516118,-12634078,-14344688,-16711680,-13686764,-11647191,-13620197,-16580095,-16711680,-16645888,-16645888,-16645888,-16777216,-16580352,-14015213,-12041947,-11778259,-16711680,-16711424,-16645888,-16711424,-16711424,-16777216,-16382717,-14146541,-13094116,-14343658,-15987701,-14869993,-13883351,-14277339,-15658734,-16053492,-12237507,-14343661,-16448510,-12306904,-7834525,-8751496,-7171173,-6451830,-8228510,-11450052,-10265781,-14343404,-16777216,-9151935,-5468035,-5989728,-7043451,-6585480,-7049884,-6914195,-8821170,-14080231,-15921912,-14871281,-10531780,-9936547,-7371380,-6650496,-9544625,-13555167,-7961229,-13882853,-13685733,-13224925,-14737898,-15461360,-15461613,-16119545,-15592944,-15133168,-14935017,-13817060,-13488097,-13027804,-12764633,-12764118,-12566995,-12369358,-12040137,-14739186,-13358051,-13290717,-13159132,-12896218,-13027545,-13093079,-12961493,-12829392,-13092820,-14213874,-11780569,1
42,'2019/03/14 02:16:33:964',2,-12964332,-11121878,-10201297,-9413073,-8689352,-10267089,-11516118,-12634078,-14344688,-16711680,-13686765,-11647191,-13620197,-16580096,-16711680,-16645888,-16645888,-16645888,-16777216,-16580096,-14080493,-12041946,-11712723,-16711680,-16711424,-16645888,-16711424,-16711424,-16777216,-16382717,-14212077,-13094115,-14343402,-15987701,-14869993,-13883351,-14211802,-15658734,-16053492,-12237507,-14343661,-16448510,-12306904,-7834525,-8685960,-7170917,-6451829,-8228509,-11450051,-10265782,-14343404,-16777216,-9151935,-5468034,-5924192,-7043451,-6519945,-7049884,-6914194,-8820915,-14080231,-15921911,-14871281,-10531780,-9936547,-7371380,-6650496,-9544625,-13555423,-7961484,-13948389,-13751269,-13224925,-14737899,-15395824,-15461613,-16119545,-15658480,-15133167,-14935273,-13817061,-13488098,-13027804,-12764633,-12698838,-12566996,-12369358,-12040137,-14739186,-13358051,-13356253,-13159132,-12896218,-13027545,-13093080,-12961492,-12829392,-13027284,-14213618,-11780825,1
43,'2019/03/14 02:16:33:998',2,-12964332,-11121878,-10201297,-9413073,-8689352,-10267089,-11516118,-12634078,-14344688,-16711680,-13686765,-11647191,-13620197,-16580096,-16711680,-16645888,-16645888,-16645888,-16777216,-16580096,-14080493,-12041946,-11712723,-16711680,-16711424,-16645888,-16711424,-16711424,-16777216,-16382717,-14212077,-13094115,-14343402,-15987701,-14869993,-13883351,-14211802,-15658734,-16053492,-12237507,-14343661,-16448510,-12306904,-7834525,-8685960,-7170917,-6451829,-8228509,-11450051,-10265782,-14343404,-16777216,-9151935,-5468034,-5924192,-7043451,-6519945,-7049884,-6914194,-8820915,-14080231,-15921911,-14871281,-10531780,-9936547,-7371380,-6650496,-9544625,-13555423,-7961484,-13948389,-13751269,-13224925,-14737899,-15395824,-15461613,-16119545,-15658480,-15133167,-14935273,-13817061,-13488098,-13027804,-12764633,-12698838,-12566996,-12369358,-12040137,-14739186,-13358051,-13356253,-13159132,-12896218,-13027545,-13093080,-12961492,-12829392,-13027284,-14213618,-11780825,1
